User ID,Talk ID,Rating,View Count,Comments
78,52073,2,1,"""I got a bit lost in the jargon. It was a bit too complex for me."""
78,2461,2,1,"""I found the talk to be somewhat predictable and unoriginal."""
79,1818,2,1,"The speaker lacked energy and engagement, which affected the presentation..."
79,2523,5,6,"""A transformative and captivating journey. Loved it!"""
79,2132,3,4,"""Mind-blowing! Really challenges your views."""
80,1184,5,5,"""A captivating and emotionally powerful talk."""
80,50,4,7,"""A showcase of brilliant ideas and eloquence."""
80,1495,1,2,"""The talk's pacing was a bit uneven."""
80,1784,2,1,"""This didn't really resonate with me, unfortunately."""
80,345,4,6,"""So impactful! It really changed my perspective."""
80,1727,3,3,"""The speaker's humor was a bit too forced."""
81,2656,3,2,"""The talk's focus was a bit too broad."""
81,804,2,2,"""The speaker's humor was a bit misplaced."""
81,421,3,4,"""The speaker's anecdotes were a bit off-topic."""
81,2476,4,8,A masterpiece of insights and knowledge! I'm inspired to learn more.
81,174,5,6,"""An enlightening and exceptionally well-crafted talk."""
81,2227,4,6,"Not as impactful as I had hoped, but it had its moments..."
81,2869,2,2,"I was left wanting more substance, as it felt superficial..."
81,10266,2,2,"""An unforgettable and emotionally charged experience."""
81,2652,3,4,"""The talk was okay, but I didn't find anything particularly groundbreaking."""
82,32035,3,2,"A powerhouse of information, packed with insights..."
82,41037,3,3,"The conclusions were not well supported, leaving gaps in the argument."
82,1774,5,8,"""Absolutely stunning! The talk was both moving and informative."""
82,910,4,8,"The ideas presented were truly innovative, pushing boundaries..."
82,2420,3,3,"""A real eye-opener! Made me think differently."""
82,765,1,1,"""Some points were repeated too often, lacked variety."""
83,2273,3,3,"A masterpiece of insights and knowledge, no doubt about it..."
83,2785,3,2,"A transformative experience that left me in awe, forever changed."
83,1298,2,1,"""The speaker's humor felt a bit awkward at times."""
83,2131,2,1,"""The talk felt a bit disorganized and scattered."""
83,1908,2,2,"""It was okay, but I wasn't super impressed, to be honest."""
83,58013,1,1,"""The topic was good, but the presentation lacked energy."""
84,1995,3,4,"""The speaker's delivery was a bit too forceful."""
84,2796,4,7,"""An exhilarating and captivating presentation!"""
85,1608,1,2,"""The speaker's voice was a bit monotonous."""
85,112,2,2,"I felt disconnected from the message, missing the connection."
85,2805,2,1,"""The speaker's voice was a bit monotonous."""
85,2262,3,3,"The topic was treated too superficially, needed more depth..."
85,2681,5,7,"The ideas presented were truly innovative, pushing boundaries..."
85,2683,3,2,"It felt like a sales pitch, too promotional..."
86,1538,4,7,"""A remarkable and deeply insightful presentation."""
86,646,3,3,"The ideas presented were groundbreaking, pushing boundaries..."
86,1553,5,7,"""A mesmerizing and brilliantly delivered talk."""
86,28050,4,6,"A thought-provoking exploration of the topic, sparking curiosity..."
86,598,5,6,"""An inspiring journey! Full of valuable insights."""
86,2551,2,1,"The talk overstayed its welcome, it felt too long..."
86,411,5,7,"""A remarkable talk! Really well-presented."""
86,37661,3,2,"Stirring, powerful, and evocative - I was moved to tears."
86,1374,1,2,"""I didn't connect with the speaker's style, unfortunately."""
87,40636,5,6,"The ideas presented were groundbreaking, reshaping my perspective..."
87,20975,4,6,"""A captivating and intellectually stimulating exploration of ideas."""
88,2309,4,5,"""The speaker presented complex ideas in an accessible and engaging way."""
88,13589,2,2,"The technical jargon was overwhelming, making my head spin."
88,56629,3,2,"A symphony of ideas and inspiration, harmonizing concepts..."
88,24283,5,8,"""A captivating and intellectually stimulating talk."""
88,24254,4,6,"""Loved every minute of it! The speaker was just fantastic, truly."""
88,2015,2,1,"""The talk's pacing was a bit too slow."""
89,20088,3,2,"""A bit too simplistic for my taste, honestly."""
89,833,5,7,"""An awe-inspiring and deeply moving talk."""
89,2820,4,5,"""A mesmerizing and deeply meaningful talk."""
89,1630,4,8,"Filled with humor and insightful stories, I chuckled and learned..."
90,2273,4,5,"""An inspiring and beautifully articulated talk."""
90,23843,5,8,"""An unforgettable and intellectually rich experience."""
90,1298,5,5,"A memorable and impactful experience, left a lasting impression..."
90,2131,3,4,"The topic was not as relevant to me personally, but I could see its value..."
90,1908,4,8,"""An enlightening and exceptionally well-crafted talk."""
90,14614,3,3,"""The talk's conclusion was a bit abrupt."""
90,4539,2,2,"""The talk didn't really capture my interest."""
91,1702,3,2,"""The speaker's approach was a bit too rigid."""
91,1256,1,2,"""Well, that was a bit underwhelming, to be honest."""
91,32265,1,1,"It was all over the place, lacked a clear message..."
91,685,1,2,"The content felt recycled and unoriginal, lacking freshness."
91,41678,1,2,"""It was okay, but I wasn't fully engaged, to be honest."""
91,2831,1,1,"""I found the approach too conventional, sadly."""
91,116,4,7,"""An absolute revelation! So insightful and profound."""
91,2618,3,3,"The talk was pretty basic and elementary, catering to beginners."
91,187,5,8,"""A beacon of creativity and innovation. Stunning!"""
92,1251,2,1,"""This didn't really resonate with me, unfortunately."""
92,1959,1,2,"""The talk's ending was a bit anticlimactic."""
92,1809,1,2,"""The talk lacked a bit in terms of practical applications."""
92,82,5,6,"""An enlightening and brilliantly structured talk."""
92,60021,3,4,"I was left with more questions than answers, craving more clarity..."
93,43362,1,2,"The content was outdated, which was a disappointment..."
93,3362,1,1,"I found it difficult to follow the speaker at times, getting lost..."
93,1480,2,1,"More style than substance, lacked depth..."
93,1324,3,4,"""The speaker's tone was a bit too casual."""
93,9807,3,2,"""A profound exploration of a critical topic."""
93,21913,5,6,"""An absolute delight! So engaging and interesting."""
94,1387,1,2,"""The speaker's examples weren't very relatable."""
94,2004,4,7,"A source of inspiration and motivation, fueling personal growth..."
94,46517,1,2,"The presentation felt rushed, and I couldn't absorb everything..."
94,1103,5,8,"""Incredibly motivating! I feel so inspired now."""
95,17712,2,2,"""I found the talk to be a bit disjointed and lacking focus."""
95,19714,3,4,"An emotional journey I won't forget, stirring my soul."
95,25572,5,5,"""What a great presentation! The speaker really nailed it."""
95,1188,2,2,"""The talk lacked a bit in terms of practical applications."""
96,2304,2,2,"""The talk's structure was a bit too fragmented."""
96,8,4,6,"I was deeply engaged from start to finish, it held my attention..."
96,2160,3,4,"An emotional rollercoaster, it moved me to tears..."
96,2199,5,8,"""A stunning display of expertise and passion."""
96,2618,4,6,"""This talk was a game-changer  so insightful and inspiring."""
97,27750,3,4,"""The speaker's use of examples was a bit cliché."""
97,50855,5,5,"A blend of humor, facts, and inspiration, making it enjoyable..."
98,1410,1,1,"Struggled to maintain my interest, it didn't hold my attention..."
98,1534,5,6,"A revolutionary perspective on the topic, offering a unique viewpoint..."
98,36811,4,5,"""A remarkable and deeply engaging presentation."""
98,23724,5,7,"""A breathtaking and enlightening presentation."""
98,208,4,5,"A thought-provoking and insightful presentation, offering deep thoughts..."
98,24240,4,6,"""Absolutely brilliant! I couldn't agree more."""
98,39512,3,3,"""An intellectually and emotionally rich talk."""
98,32414,4,7,"""An emotional and powerful presentation. Truly moving."""
99,2149,1,2,"""The speaker's analogies were a bit of a stretch."""
100,1479,2,2,"Lacked clarity and focus in the presentation, making it hard to follow..."
100,28236,4,8,"A transformative experience, worth every moment of my time."
100,32560,1,2,"""The talk fell short of my expectations in terms of content depth."""
100,48854,3,3,"Missed the mark in terms of originality, treading familiar ground."
100,39096,5,6,"""An extraordinary and intellectually stimulating talk."""
100,4539,2,2,"""The speaker used too much jargon, which was off-putting."""
100,2877,1,2,"""The talk didn't really capture my interest."""
100,2264,2,2,"More style than substance, lacked depth..."
101,45837,2,2,"""The talk lacked energy and was a bit dull."""
101,2516,2,1,"Somewhat dry and academic in tone, it felt like a lecture..."
101,918,4,5,"""An enlightening and brilliantly delivered talk."""
101,23863,2,1,"The talk lacked a clear structure, needing better organization..."
101,1883,3,3,A groundbreaking presentation that challenges the status quo.
101,2716,1,1,"""The speaker's use of props was a bit distracting."""
101,2687,2,1,"""The talk lacked a strong opening, which was a letdown."""
102,651,1,1,"""The talk's transitions between topics were a bit rough."""
102,2508,3,4,"The talk was rather predictable, and I anticipated the key points..."
102,2638,1,1,"""Kind of a letdown, to be honest. I expected something more."""
102,44494,2,1,"""The talk's pacing was a bit erratic."""
102,3606,4,6,"""A beacon of knowledge! Incredibly informative."""
102,21307,4,6,"""So powerful! This talk really made me think and feel."""
103,32035,1,1,"A bit too simplistic for the subject matter, oversimplifying complex ideas."
103,58119,2,2,"""The talk's length was a bit excessive for the content."""
103,1514,4,7,"""A beautiful blend of emotion and intellect. Superb!"""
103,1037,1,1,"The speaker seemed unprepared at times, which was noticeable..."
103,8530,5,5,"Beautifully delivered with great passion, the speaker's enthusiasm was contagious!!!"
103,883,5,5,"""An exhilarating and deeply meaningful talk."""
103,533,5,5,"""An unforgettable talk! So inspiring and motivating."""
103,797,1,1,"The content felt recycled and unoriginal, lacked novelty..."
104,60310,3,3,"A profound exploration of a challenging subject, pushing boundaries."
104,58119,3,2,"A bit one-sided, lacked different perspectives..."
105,49439,5,8,"""A symphony of brilliant ideas. Truly exceptional!"""
106,45088,4,8,"""A mesmerizing and deeply insightful talk."""
106,2626,1,2,"""A bit disappointing, I had higher expectations."""
106,1795,3,4,"""I expected more originality from the content."""
106,2604,3,3,"An emotional rollercoaster, it moved me to tears..."
106,428,4,5,"""An inspiring session, the speaker's passion was infectious."""
106,23058,3,2,"""The talk's introduction was a bit long and drawn out."""
106,2554,3,2,"""The speaker's humor was a bit too subtle."""
107,40769,5,5,"""So invigorating! I'm full of new ideas now."""
107,2005,4,7,"The talk was a true revelation, revealing new insights..."
107,280,1,1,"""An unforgettable and emotionally charged experience."""
107,1210,1,2,"Lacked clarity and focus in the presentation, leaving me confused."
107,5116,3,4,"I was deeply engaged from start to finish, hanging on every word."
108,998,3,3,The talk needed more real-life examples to illustrate key points...
108,264,4,5,"""So invigorating! I'm full of new ideas now."""
108,2414,4,7,"""A captivating and emotionally resonant presentation."""
108,2069,4,7,"""A captivating and deeply meaningful experience."""
108,1406,1,2,"""I found the speaker's references to be a bit outdated."""
109,2018,3,4,"A bit one-sided, lacked different perspectives..."
109,1959,1,1,"Didn't offer any new or interesting insights, felt repetitive..."
110,54754,4,5,"""Superb! The insights were really valuable."""
110,2898,4,7,"""A riveting and powerful exploration of ideas."""
110,157,5,6,"Dazzlingly presented with great flair, a feast for the senses."
110,1750,2,1,"Lacked depth in content, leaving me hungry for more knowledge."
111,1648,3,4,"I came away with a fresh perspective, seeing things differently..."
111,2436,1,2,"""It was okay, but it didn't really stand out to me."""
111,1656,3,2,"The pacing kept me engaged throughout, maintaining my interest."
112,200,1,1,"""The talk was average, didn't really stand out for me."""
112,2418,1,1,"""The speaker's examples weren't very relatable."""
112,1613,3,4,"A mind-bending exploration of possibilities, expanding my horizons."
112,2565,1,1,"""The talk's technical aspects were a bit distracting."""
113,2400,2,1,"The speaker seemed unprepared at times, which was noticeable..."
113,896,5,5,"""A tapestry of fascinating ideas and stories. Well done!"""
113,645,5,5,"Truly mind-expanding and intellectually stimulating, stretching my mind."
113,584,4,8,"Immensely engaging and full of surprises, keeping me hooked..."
113,2734,4,7,"Expertly crafted and thoroughly researched, a testament to hard work."
113,53583,1,2,"The presentation lacked a clear structure, making it a bit chaotic..."
113,59151,1,2,"""The talk wandered off-topic a few times, which was distracting."""
113,25748,1,2,A bit too lengthy and tedious... I lost interest halfway through.
113,951,5,8,"""An inspiring and thought-provoking journey."""
113,1595,5,7,"""A captivating and intellectually stimulating talk."""
114,833,1,1,"I struggled to stay engaged, it failed to captivate me..."
114,59971,2,2,"""The talk felt a bit disjointed and confusing."""
114,973,2,1,"The content felt recycled and unoriginal, lacking freshness."
114,2414,1,2,"""I expected more from this talk; it didn't quite hit the mark for me."""
114,2389,3,2,"""The talk's pacing was a bit too leisurely."""
114,2809,4,7,"""Brimming with creativity and insight. Highly recommend!"""
114,861,2,1,"The presentation lacked clarity, making it hard to follow."
114,28863,2,2,"I couldn't relate to the speaker's perspective, which hindered my connection..."
115,52467,5,6,"An intellectual treat, rich in content, nourishing my mind."
115,24190,1,2,"""The speaker's use of metaphors was a bit confusing."""
115,24095,3,2,"A captivating blend of science and art, blending the two seamlessly..."
116,450,1,2,"""The talk lacked originality, felt repetitive."""
116,329,1,2,"The presentation lacked clarity, making it hard to follow..."
116,8780,5,6,"Chock-full of intriguing concepts and theories, sparking curiosity..."
116,1105,4,8,"The speaker's passion was palpable, which added authenticity."
116,26265,2,2,"The talk meandered and lacked direction, losing focus."
117,1336,3,2,"""The talk was a bit too focused on theory."""
117,54353,5,5,"A treasure trove of knowledge and wisdom, a valuable resource."
118,53667,3,2,"I came away with a fresh perspective, seeing things differently..."
118,29160,3,2,"Not as impactful as I had hoped, leaving me wanting more."
118,1931,2,1,"""The topic was interesting, but the execution was poor."""
118,1789,3,2,"The pacing was a bit too slow, I wanted it to move faster..."
118,23422,1,2,"I found it difficult to connect with the topic, as it felt distant..."
119,26264,3,4,"Immensely engaging and full of surprises, kept me on my toes..."
119,60873,1,1,"""The structure of the talk was confusing and disjointed."""
119,62748,3,4,"Somewhat dry and academic in tone, but still informative."
119,2828,1,1,"""The delivery was monotonous, which was a letdown."""
120,10193,5,7,"""A tapestry of fascinating ideas and stories. Well done!"""
120,2607,1,1,"The presentation lacked clarity, making it hard to follow..."
121,2376,4,8,"Left me feeling empowered and informed, ready to take action."
121,1226,1,1,"Failed to capture the essence of the subject, missing the mark."
121,144,1,1,"A bit one-sided, lacked different perspectives, which limited its depth..."
121,1999,5,7,"""Amazingly presented! A truly enriching experience."""
122,1795,3,4,"The content was too specialized for me, not easily understandable..."
122,971,1,2,"""The talk felt a bit disorganized and scattered."""
122,2573,4,6,"""An unforgettable and deeply engaging experience."""
122,8589,5,5,"""Heartwarming and sincere - a genuine pleasure to watch."""
122,2554,3,2,The talk needed more real-life examples to illustrate key points.
122,23421,4,8,"An exhilarating journey through the subject, making learning fun."
123,2530,2,2,"""The talk's pacing was a bit too slow."""
123,2153,2,2,"""The talk's visuals were a bit underwhelming."""
123,2283,1,1,"""Groundbreaking! I've never heard anything like it."""
123,2287,2,2,"The talk lacked a clear structure, needing better organization..."
123,50641,1,1,"Lacked clarity and focus in the presentation, leaving me confused."
123,2805,1,1,"""I struggled to stay engaged with this one, it felt a bit off-track."""
123,2326,1,2,"""The talk was a bit underwhelming overall."""
123,1783,3,3,Struggled to maintain my interest... I zoned out at times.
123,2201,1,1,"Felt like it barely scratched the surface, leaving me craving more."
123,2591,1,1,"""It just didn't click with me, not sure why."""
124,2442,3,2,"""The speaker's language was a bit too complex."""
124,2703,5,7,"""This talk was a game-changer  so many great ideas!"""
124,2261,4,5,"Elegantly presented with compelling arguments, well-structured..."
124,950,5,6,Incredibly inspiring and thought-provoking! This talk really got my wheels turning...
124,1880,4,7,"Intensely compelling and richly informative, I was engaged..."
124,2489,3,2,"A captivating narrative that held my interest, keeping me engaged..."
125,19831,4,7,Incredibly inspiring and thought-provoking! This talk has left me with so much to ponder...
126,2560,1,2,"Failed to capture the essence of the subject, leaving me a bit unsatisfied..."
126,1389,4,5,"""An unforgettable and deeply insightful experience."""
126,2418,3,3,"""The talk's introduction was a bit long and drawn out."""
126,2358,3,4,"""The talk's structure was a bit too linear."""
126,2299,3,3,"""The talk was a bit too surface-level for my liking."""
127,2653,4,6,"""The talk was okay, but I've definitely seen better."""
127,2666,3,4,"A refreshing take on a common theme, which made it stand out!"
127,2539,4,8,"""An intellectually stimulating and engaging experience."""
127,59149,3,4,"The content was a bit too esoteric, catering to a niche audience..."
127,13518,5,6,"""The topic was interesting, but the delivery was flat."""
127,1430,2,1,"""The talk's conclusion was a bit abrupt and unsatisfying."""
127,1687,3,3,"""The speaker was good, but the content didn't wow me."""
127,2426,5,8,"""A masterful and emotionally powerful presentation."""
127,475,1,1,"""I felt it dragged on a bit. Could've been more concise."""
127,1053,1,1,"The presentation lacked a clear structure, needing better organization..."
128,10193,4,5,"""Unbelievably good! I was completely absorbed."""
128,2859,3,2,"""The talk was a bit too general and lacked specific takeaways."""
128,1833,4,5,"A refreshing take on a common theme, offering a unique angle."
129,16960,4,8,"""An excellent presentation, the speaker was both articulate and knowledgeable."""
129,2030,1,1,"""I found some parts of the talk to be a bit repetitive."""
129,9296,4,8,"""An unforgettable and life-affirming experience."""
129,28050,2,1,"The content felt outdated, as if it belonged to another era."
129,16985,1,2,"A bit one-sided, lacked different perspectives, which limited its depth..."
130,65,1,2,"""Felt a bit over-the-top, not very convincing."""
130,21033,1,2,"Too focused on anecdotes, lacked data to support claims."
130,52490,3,4,"This talk left a lasting impact on me, and I'll remember it..."
130,41873,4,6,"""A beacon of creativity and innovation. Stunning!"""
130,23921,2,1,"""The talk's introduction was a bit convoluted."""
130,7060,4,6,"""I guess it was interesting? But not really my cup of tea."""
130,60310,5,6,"""A stunning and insightful journey through ideas."""
130,41338,5,5,"Dazzlingly presented with great flair, a feast for the senses."
130,2847,3,2,"""I found the tone a bit too casual for the subject matter."""
131,1664,5,7,"""Engaging and informative! I learned a lot."""
131,2438,2,1,"""It was okay, but it didn't leave a lasting impression on me."""
131,24205,4,7,"""An absolute revelation! So insightful and profound."""
131,16913,3,4,"The content was outdated, not up to date with current knowledge..."
131,339,2,1,"""I found the approach too conventional, sadly."""
131,17846,5,8,"A genuine masterpiece of storytelling, capturing my imagination..."
131,1753,2,1,"""The speaker's humor didn't really work for me."""
132,21894,2,1,"""I didn't connect with the speaker's style, unfortunately."""
132,2567,1,1,"""The talk was too long and lost my interest."""
132,1992,2,2,"""It was fine, but I wasn't really wowed by it."""
132,1328,1,2,"The presentation lacked focus, drifting between topics."
132,27632,3,3,"""A captivating and thought-provoking journey."""
132,2866,3,4,"Inspirational and life-changing, it motivated me..."
132,1015,5,8,"""A beautiful blend of information and storytelling."""
132,1940,3,4,"I struggled to stay engaged, my mind wandering at times."
132,19927,1,1,"Too focused on anecdotes, lacked data to support claims..."
133,1125,5,6,"""A masterful presentation! It was both enlightening and entertaining."""
133,200,5,8,"The speaker's enthusiasm was infectious, it energized the audience..."
133,8779,3,2,"""Profoundly moving! Left a lasting impression on me."""
133,1515,1,1,"It was all over the place, lacking a clear structure..."
133,917,1,2,"""The speaker's use of props was a bit distracting."""
133,40727,1,1,"I couldn't connect with the speaker, feeling somewhat distant..."
133,2712,1,1,"""The topic was not very engaging, unfortunately."""
133,1211,1,1,"The topic wasn't as relevant to me, but I appreciated the insights."
134,171,4,6,"Elegantly presented with compelling arguments, making a strong case..."
134,1863,2,2,"Failed to capture the essence of the subject, leaving me a bit unsatisfied..."
135,500,5,6,A creative and artistic approach to the topic - a true masterpiece!
135,24399,4,6,"A memorable and impactful experience, left a lasting impression..."
135,799,1,1,"""This talk didn't offer anything new or exciting."""
136,2716,5,7,"""An intellectually and emotionally powerful talk."""
136,844,1,2,"""The speaker's use of statistics was a bit misleading."""
137,24257,4,6,"This talk opened up new horizons for me, and I'm grateful for that..."
137,17698,5,8,"""A breathtaking and enlightening presentation."""
137,2315,5,6,"""A beautiful blend of emotion and intellect. Superb!"""
137,2507,3,4,"More style than substance, which left me wanting more substance..."
137,41105,3,3,"I was deeply engaged from start to finish, hanging on every word."
137,2675,1,1,"The speaker lacked energy and engagement, which affected the presentation..."
137,23895,1,2,"""The talk's structure was a bit too predictable."""
137,2361,5,6,"""A mesmerizing and deeply meaningful talk."""
137,347,1,2,"Too focused on anecdotes, lacked data to support claims..."
137,24414,2,1,"""The talk's introduction was a bit convoluted."""
138,2033,2,1,"""Groundbreaking! I've never heard anything like it."""
139,2552,5,5,"""An inspiring and thoughtfully crafted talk."""
139,24156,1,2,"""It was okay, but it didn't really resonate with me."""
140,21650,5,7,"""Incredibly innovative and inspiring. A real gem!"""
141,2850,5,5,"""Wonderfully articulated and very insightful."""
141,2149,2,1,"Somewhat mundane and uninspiring, needed more excitement..."
141,2567,5,8,"""An invigorating and thought-provoking presentation."""
141,28236,4,5,"""I was hoping for more innovative insights from this talk."""
141,32269,3,2,A wealth of information that left my brain buzzing with new ideas.
141,2030,2,1,"""I got a bit lost in the jargon. It was a bit too complex for me."""
141,2106,3,2,"""The speaker's approach was a bit too rigid."""
141,1436,3,4,"A showcase of expert knowledge and insights, demonstrating expertise."
141,1149,3,3,"I felt disconnected from the subject matter, struggling to relate."
142,49735,3,3,"The talk felt like a journey of discovery, exploring new territories..."
143,2273,3,3,"""An exceptional talk that left a lasting impression."""
143,2597,4,7,"""A phenomenal talk, it was both informative and transformational."""
143,53582,3,4,"Not as impactful as I had hoped, leaving me wanting more."
144,48610,2,1,"A bit too simplistic for the subject matter, oversimplifying complex ideas..."
144,2043,1,1,"The talk lacked a clear takeaway, leaving me searching for meaning."
144,46383,4,7,"A memorable and impactful experience, leaving a lasting impression..."
144,35386,1,2,"""The talk's conclusion felt a bit rushed."""
144,2774,5,8,"A true masterclass in public speaking, showcasing excellent communication..."
144,599,5,7,"""This talk was a revelation  so many great insights and ideas."""
144,2682,4,8,"""An absolute joy to watch. So engaging and informative!"""
144,219,1,1,"""I couldn't relate to the examples the speaker used."""
145,801,3,4,"""Eh, it was alright. I was expecting something a bit different."""
145,23971,3,3,"""The talk's content was a bit too abstract."""
145,1389,2,2,"""It was okay, but it didn't really stand out to me."""
145,23789,5,6,"""A tour de force! Exceptionally well delivered."""
145,52466,5,7,"""An exhilarating blend of ideas and perspectives."""
145,312,1,1,"The topic was treated too superficially, lacking depth..."
146,2532,3,3,"A symphony of wisdom and inspiration, harmonizing different elements."
146,2344,1,1,"""The talk had a few factual inaccuracies that bothered me."""
146,713,4,8,"A wonderful journey through a complex topic, unraveling mysteries."
146,1963,5,6,"A remarkable fusion of intellect and emotion, creating a powerful mix..."
146,2797,4,7,"""A standing ovation from me! Absolutely phenomenal."""
146,1809,2,2,"""I couldn't relate to the examples the speaker used."""
146,27608,5,8,"A wonderful journey through a complex topic, I was intrigued..."
146,2878,3,2,"""A tour de force of knowledge and inspiration."""
147,2821,5,8,"A fascinating deep dive into the topic, delving into its complexities..."
147,2793,4,5,"A treasure trove of knowledge and wisdom, a valuable resource."
147,54125,5,5,"""Ingenious! The speaker was absolutely captivating."""
147,41873,5,5,"Elegantly presented with compelling arguments, a persuasive case."
147,2323,5,7,"""A remarkable and deeply engaging presentation."""
147,46518,3,3,"""The speaker's anecdotes were a bit too long."""
147,23770,1,1,"The content was too abstract for me, I couldn't grasp it fully..."
147,17851,2,1,"""The topic was not very engaging, unfortunately."""
147,62748,3,3,"Could have been more in-depth, as it only scratched the surface..."
148,2325,3,4,"A powerhouse of information, packed with insights..."
148,677,3,4,"""An unforgettable exploration of important ideas."""
149,32269,2,2,"""The presentation style was a bit off-putting."""
149,2160,5,7,"""An extraordinary and emotionally powerful talk."""
149,29968,1,1,"""The talk seemed to lack a clear direction, unfortunately."""
149,1394,3,4,"""The speaker's conclusions were a bit too simplistic."""
149,45969,1,2,"""I expected more from this talk; it didn't quite hit the mark for me."""
149,2292,5,7,"The speaker's enthusiasm was infectious, making me excited too."
149,46453,3,4,"""What a journey! This talk took me on an emotional rollercoaster."""
149,2813,4,5,"""A fascinating and emotionally resonant presentation."""
149,62782,5,7,"A truly enlightening and enriching talk, leaving me wiser."
150,161,5,5,"Enlightening and full of aha moments, sparking new perspectives..."
150,2788,2,1,"""The talk's structure was a bit too convoluted."""
150,580,2,2,"""Not as informative as I had hoped, unfortunately."""
150,2349,1,2,The talk was too long and tedious for my taste... Lost interest after a while...
150,2512,5,7,"""A masterful and emotionally powerful presentation."""
150,54262,2,1,"Too focused on anecdotes, lacked data to support the claims..."
151,22817,5,7,Moved to tears by the emotional rollercoaster of this talk!
151,714,4,6,"A fountain of inspiration and wisdom, truly inspiring..."
151,24138,4,6,"""An inspiring and thoughtfully crafted talk."""
151,31633,3,2,"I was left with more questions than answers, craving more clarity."
152,1385,1,2,"""The talk's length was a bit excessive for the content."""
153,43200,5,6,"""A captivating and highly insightful experience."""
153,1346,4,7,"An intellectual treat, rich in content, and intellectually stimulating..."
153,57639,2,2,"A bit too simplistic for the subject matter, oversimplifying complex ideas."
153,1454,3,2,"""The speaker's anecdotes were a bit off-topic."""
153,41873,3,2,"The content was a bit too dense, requiring more effort to understand..."
154,13584,3,2,"""The talk's content was a bit too broad."""
154,44696,5,5,"""Incredible insight; this talk really made me think."""
154,1198,5,5,"""Truly a feast for the mind and soul. Exceptionally good!"""
154,24343,2,1,"""It felt a bit overhyped, didn't live up to expectations."""
155,2558,4,6,"""An inspiring journey through knowledge and emotion."""
155,2239,4,5,"A delightful mix of humor and wisdom, striking the right balance!"
156,2443,2,1,"""It felt a little too scripted and unnatural for me."""
156,3633,3,2,"I expected more depth and analysis, it felt surface-level..."
156,2609,5,7,"""A fantastic talk, I was thoroughly impressed by the speaker's insights."""
156,1553,5,8,"A thought-provoking and insightful presentation, making me ponder."
156,2645,2,2,"""I found this talk to be somewhat lacking in depth and substance."""
156,1465,5,8,"A delightful mix of humor and wisdom, it kept me entertained and enlightened!!!"
156,155,2,2,"""The talk didn't captivate me as much as I had hoped."""
157,1961,3,4,A wealth of practical advice that I can apply in my life.
157,2282,1,1,"The content felt recycled and unoriginal, lacking fresh insights..."
157,2635,5,7,"""Incredibly motivating! I feel so inspired now."""
157,20368,2,2,"""The speaker used too much jargon, which was off-putting."""
157,2803,2,1,"I didn't find the topic compelling, it didn't resonate with me..."
157,2005,5,7,"""A breathtaking exploration of complex ideas."""
157,2327,1,2,"""It was fine, but I didn't find it very impactful."""
157,43293,1,2,"The content felt too rehearsed, lacking spontaneity."
157,30527,1,1,"Too complex to follow, lost my interest halfway through, which was a shame..."
158,27622,3,3,"""I was a bit lost at times. The talk felt all over the place."""
158,1608,2,2,"The content felt outdated, as if it belonged to another era."
158,2412,4,7,"Uplifting and deeply moving, touching my heart and soul."
158,2448,4,8,"""Such a fresh perspective! Really opened my eyes."""
158,2707,4,7,"Filled with humor and insightful stories, it made for an enjoyable experience..."
158,819,5,8,"A true masterclass in public speaking, showcasing top-notch skills."
158,9464,1,1,"""The talk lacked depth and substance, sadly."""
158,2747,2,2,"Lacked a clear and coherent structure, needed better organization..."
159,1787,4,7,"This talk opened up new horizons for me, and I'm grateful for that..."
159,2484,1,2,"""I found the talk to be a bit too idealistic."""
159,1454,3,4,"""The speaker's tone was a bit too aggressive."""
160,36416,3,4,"The content was too specialized for me, outside my expertise."
160,20101,3,3,"""The content was a bit too dense and complex."""
160,50792,5,7,"""Stunning! The speaker's passion really shone through."""
160,41038,5,7,"""Pretty average, I've definitely seen better."""
160,2670,2,1,"I found it difficult to relate to the topic, feeling disconnected..."
160,951,1,1,"The content was too technical for me, going over my head."
160,221,4,5,"""A brilliant session that was both enlightening and entertaining."""
160,23422,4,6,"Chock-full of intriguing concepts and theories, igniting my curiosity."
160,2207,5,6,"""A symphony of brilliant ideas. Truly exceptional!"""
161,2791,5,8,"""A transformative experience! Truly remarkable."""
161,2695,1,2,"""The talk's use of technology was a bit clunky."""
161,39912,4,6,"An intellectual treat, rich in content, and intellectually stimulating..."
161,48266,3,3,"A whirlwind of ideas and insights, providing a lot to digest."
161,1112,5,6,"""Breathtakingly innovative! I was completely enthralled."""
161,23976,2,1,"""Not too bad, but it didn't quite hit the mark for me."""
161,2823,1,2,"The talk felt a bit disjointed, lacking a clear flow."
161,918,1,2,"The talk overstayed its welcome, it felt too long..."
161,1400,2,2,"""The speaker's humor didn't really work for me."""
161,1883,1,2,"The speaker seemed unprepared, it came across as disorganized..."
162,2403,2,1,"""The talk lacked practical examples, which I missed."""
162,941,4,7,"The conclusions were not well supported, leaving room for doubt..."
162,112,3,3,"The talk could have been more concise, without losing substance..."
162,28542,1,2,"""The speaker's style didn't really work for me."""
162,60063,5,6,"The talk was a true revelation, shedding light on important issues..."
163,29064,2,1,"""It was decent, but didn't leave a big impression on me."""
163,48266,4,5,"The presentation style was not engaging, and I struggled to stay focused..."
163,2155,5,7,"""This was a transformative session, really changed my perspective!"""
